CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
8031001401,Colorado,Denver County,1,5750,1971,0,0.0,0.0,0,1,0,1,1,1,12.6,54583.0,0,1,0,1,0,0,0,1,,3338.0,,,1557.0,,3338.0,58.05,1557.0,27.08,1017.0,17.68,351.0,6.11,2056.0,35.76,84.0,1.47,114.0,1.98,9.0,0.16,92.0,1.6,983.0,17.09,2527.0,43.95,126.0,6.4,264.0,13.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2973.0,1645.0,708.0,3441.0,156.0,377.0,13.0,162.0,1601.0,4107.0,397.0,541.0
8031001402,Colorado,Denver County,1,4070,1353,0,0.0,0.0,0,1,0,0,0,1,15.8,47266.0,0,1,0,1,0,0,0,0,,1457.0,,,917.0,,1457.0,35.81,917.0,22.52,454.0,11.15,123.0,3.02,867.0,21.31,87.0,2.14,29.0,0.71,0.0,0.0,61.0,1.49,413.0,10.15,919.0,22.57,14.0,1.06,83.0,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2708.0,1220.0,410.0,2356.0,139.0,204.0,0.0,170.0,1201.0,2690.0,189.0,271.0
8031001403,Colorado,Denver County,1,2218,1044,0,41.0,1.85,0,1,0,0,0,1,16.3,53036.0,0,1,0,1,0,0,0,0,,937.0,,,396.0,,937.0,42.26,396.0,17.87,169.0,7.6,87.0,3.92,727.0,32.76,33.0,1.5,21.0,0.95,0.0,0.0,18.0,0.83,138.0,6.23,259.0,11.67,37.0,3.57,40.0,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1137.0,351.0,167.0,1694.0,80.0,47.0,5.0,32.0,360.0,678.0,126.0,152.0
8031001500,Colorado,Denver County,1,3687,1040,0,559.0,15.16,1,1,1,0,0,1,32.1,51616.0,1,1,1,1,1,0,0,0,514.0,2410.0,514.0,279.0,1133.0,279.0,2410.0,65.37,1133.0,30.74,774.0,21.0,166.0,4.51,1360.0,36.88,64.0,1.73,10.0,0.28,0.0,0.0,56.0,1.52,920.0,24.96,1858.0,50.4,73.0,7.03,182.0,17.48,514.0,13.95,279.0,7.55,207.0,5.62,33.0,0.9,256.0,6.95,32.0,0.88,4.0,0.11,0.0,0.0,13.0,0.36,208.0,5.65,393.0,10.66,29.0,2.81,38.0,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2201.0,991.0,230.0,2210.0,136.0,29.0,5.0,84.0,1223.0,2501.0,142.0,306.0
8031001600,Colorado,Denver County,1,7685,3771,0,1316.0,17.12,0,0,0,0,0,0,13.6,83726.0,0,1,0,1,0,0,0,0,,1247.0,,,386.0,,1247.0,16.22,386.0,5.02,128.0,1.67,48.0,0.62,938.0,12.2,107.0,1.39,23.0,0.3,2.0,0.02,16.0,0.2,162.0,2.11,287.0,3.74,47.0,1.26,37.0,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370.0,688.0,231.0,5646.0,879.0,144.0,13.0,105.0,898.0,1691.0,307.0,299.0
8031001701,Colorado,Denver County,1,4350,3070,0,4.0,0.09,0,0,0,0,0,0,13.6,132199.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.0,115.0,743.0,3739.0,95.0,328.0,1.0,21.0,166.0,290.0,672.0,163.0
8031001702,Colorado,Denver County,1,3648,2363,0,536.0,14.69,0,0,0,0,0,1,21.9,178750.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,84.0,218.0,2976.0,261.0,123.0,4.0,42.0,242.0,355.0,855.0,129.0
8031001800,Colorado,Denver County,1,3209,1727,0,89.0,2.77,0,1,0,0,0,1,28.5,49525.0,0,1,0,1,0,0,0,0,,1208.0,,,723.0,,1208.0,37.65,723.0,22.54,262.0,8.17,83.0,2.58,809.0,25.21,52.0,1.61,29.0,0.91,0.0,0.0,39.0,1.22,280.0,8.71,640.0,19.93,75.0,4.36,106.0,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671.0,365.0,220.0,2363.0,154.0,76.0,0.0,74.0,542.0,1091.0,484.0,396.0
8031001901,Colorado,Denver County,1,2910,1014,0,230.0,7.9,0,1,0,1,1,1,47.1,25671.0,0,1,0,1,0,0,0,1,114.0,2039.0,114.0,93.0,1321.0,93.0,2039.0,70.06,1321.0,45.4,791.0,27.19,141.0,4.84,829.0,28.48,545.0,18.73,77.0,2.64,1.0,0.03,55.0,1.88,533.0,18.3,966.0,33.18,218.0,21.46,176.0,17.34,114.0,3.92,93.0,3.21,48.0,1.65,2.0,0.06,77.0,2.64,8.0,0.29,0.0,0.0,0.0,0.02,5.0,0.18,23.0,0.79,64.0,2.19,3.0,0.29,2.0,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887.0,1000.0,210.0,1362.0,614.0,94.0,2.0,75.0,763.0,1416.0,387.0,310.0
8031001902,Colorado,Denver County,1,705,60,1,621.0,88.09,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,,622.0,,,0.0,,622.0,88.23,0.0,0.0,5.0,0.71,0.0,0.0,528.0,74.89,27.0,3.83,25.0,3.55,2.0,0.28,5.0,0.71,35.0,4.96,57.0,8.09,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,6.0,598.0,27.0,30.0,2.0,6.0,42.0,62.0,0.0,0.0
8031002000,Colorado,Denver County,1,1577,1140,0,5.0,0.32,0,0,0,0,0,0,13.4,177500.0,0,0,0,0,0,0,0,0,,64.0,,,15.0,,64.0,4.06,15.0,0.93,1.0,0.04,3.0,0.2,57.0,3.61,1.0,0.05,3.0,0.17,0.0,0.0,0.0,0.0,4.0,0.23,4.0,0.27,9.0,0.76,5.0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.0,44.0,107.0,1303.0,89.0,61.0,0.0,18.0,106.0,151.0,278.0,160.0
8031002100,Colorado,Denver County,1,4879,2447,0,26.0,0.53,0,0,0,0,1,0,8.6,91210.0,0,1,0,1,0,0,0,1,1.0,2622.0,1.0,0.0,536.0,0.0,2622.0,53.73,536.0,10.99,524.0,10.74,154.0,3.16,1968.0,40.33,50.0,1.02,24.0,0.48,10.0,0.2,63.0,1.3,507.0,10.39,1185.0,24.29,110.0,4.51,84.0,3.44,1.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.01,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.0,745.0,335.0,3854.0,162.0,61.0,10.0,93.0,699.0,1664.0,468.0,233.0
8031002300,Colorado,Denver County,1,4831,1993,0,50.0,1.03,0,0,0,0,1,0,12.1,89688.0,0,1,0,1,0,0,0,1,,2370.0,,,376.0,,2370.0,49.07,376.0,7.78,468.0,9.69,210.0,4.35,1363.0,28.22,736.0,15.23,27.0,0.55,0.0,0.0,18.0,0.37,227.0,4.7,351.0,7.27,119.0,5.95,131.0,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.0,1119.0,338.0,2532.0,1406.0,54.0,1.0,59.0,779.0,1191.0,332.0,286.0
8031002402,Colorado,Denver County,1,1687,818,0,80.0,4.74,0,0,0,0,0,0,14.4,106042.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.0,269.0,173.0,1056.0,376.0,23.0,1.0,16.0,215.0,331.0,213.0,115.0
8031002403,Colorado,Denver County,1,3338,1817,0,67.0,2.01,0,0,0,0,0,1,26.8,91120.0,0,0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896.0,489.0,241.0,1959.0,756.0,58.0,2.0,81.0,482.0,841.0,495.0,552.0
8031002601,Colorado,Denver County,1,3087,2165,0,281.0,9.1,0,0,0,0,0,1,20.3,123824.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.0,75.0,297.0,2468.0,304.0,96.0,0.0,33.0,186.0,385.0,1051.0,515.0
8031002602,Colorado,Denver County,1,2736,1686,0,320.0,11.7,0,0,0,0,0,0,8.3,123221.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444.0,119.0,126.0,2238.0,247.0,57.0,3.0,21.0,170.0,265.0,316.0,58.0
8031002701,Colorado,Denver County,1,4600,3538,0,40.0,0.87,0,0,0,0,0,0,16.4,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1533.0,84.0,211.0,3828.0,243.0,94.0,2.0,72.0,361.0,565.0,966.0,191.0
8031002702,Colorado,Denver County,1,5323,3775,0,112.0,2.1,0,0,0,0,0,0,12.4,106989.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1433.0,166.0,464.0,4599.0,165.0,174.0,7.0,47.0,331.0,512.0,602.0,140.0
8031002703,Colorado,Denver County,1,4785,3543,0,43.0,0.9,0,0,0,0,0,0,15.0,79258.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766.0,158.0,196.0,4037.0,285.0,75.0,4.0,53.0,331.0,577.0,649.0,380.0
8031002801,Colorado,Denver County,1,2583,1598,0,5.0,0.19,0,0,0,0,0,0,6.4,108854.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.0,188.0,214.0,2343.0,56.0,50.0,2.0,17.0,115.0,228.0,126.0,67.0
8031002802,Colorado,Denver County,1,4213,2683,0,9.0,0.21,0,0,0,0,0,0,11.5,133398.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.0,327.0,209.0,3602.0,117.0,95.0,9.0,44.0,346.0,653.0,322.0,50.0
8031002803,Colorado,Denver County,1,4158,3023,0,0.0,0.0,0,0,0,0,0,0,8.2,93636.0,0,1,0,1,0,0,0,0,,882.0,,,208.0,,882.0,21.21,208.0,5.01,46.0,1.1,47.0,1.13,826.0,19.86,10.0,0.24,14.0,0.33,0.0,0.0,3.0,0.08,29.0,0.71,60.0,1.44,50.0,1.65,24.0,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.0,192.0,493.0,3774.0,83.0,99.0,4.0,18.0,180.0,341.0,277.0,123.0
8031002901,Colorado,Denver County,1,2602,1472,0,4.0,0.15,0,0,0,0,0,0,6.4,118147.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,270.0,165.0,2339.0,54.0,27.0,0.0,26.0,156.0,265.0,67.0,28.0
8031002902,Colorado,Denver County,1,3791,1893,0,6.0,0.16,0,0,0,0,0,0,5.8,154583.0,0,1,0,1,0,0,0,0,,610.0,,,59.0,,610.0,16.09,59.0,1.55,109.0,2.88,53.0,1.39,583.0,15.37,7.0,0.17,5.0,0.14,0.0,0.0,1.0,0.02,14.0,0.38,13.0,0.34,1.0,0.05,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0,537.0,267.0,3574.0,18.0,59.0,0.0,13.0,127.0,179.0,25.0,10.0
8031003001,Colorado,Denver County,1,5393,2677,0,3.0,0.06,0,0,0,0,0,0,7.6,165985.0,0,1,0,1,0,0,0,0,,664.0,,,69.0,,664.0,12.31,69.0,1.28,130.0,2.41,39.0,0.72,629.0,11.67,3.0,0.06,9.0,0.17,2.0,0.03,3.0,0.06,18.0,0.33,41.0,0.75,10.0,0.35,3.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.0,850.0,340.0,4996.0,60.0,100.0,3.0,26.0,208.0,329.0,157.0,26.0
8031003002,Colorado,Denver County,1,2553,1293,0,29.0,1.14,0,0,0,0,0,0,7.4,120129.0,0,1,0,1,0,0,0,0,,1053.0,,,159.0,,1053.0,41.25,159.0,6.21,139.0,5.43,218.0,8.53,953.0,37.35,22.0,0.85,14.0,0.53,0.0,0.0,11.0,0.43,53.0,2.09,100.0,3.92,67.0,5.16,6.0,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.0,389.0,347.0,2284.0,41.0,30.0,0.0,17.0,181.0,275.0,110.0,14.0
8031003003,Colorado,Denver County,1,3138,1151,0,985.0,31.39,0,1,0,1,1,1,20.6,117407.0,0,1,0,1,0,0,0,1,,2212.0,,,1112.0,,2212.0,70.48,1112.0,35.43,94.0,2.99,35.0,1.13,1858.0,59.22,44.0,1.41,187.0,5.95,0.0,0.0,11.0,0.35,111.0,3.55,152.0,4.86,187.0,16.22,21.0,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.0,210.0,88.0,2723.0,52.0,209.0,0.0,13.0,141.0,199.0,151.0,33.0
8031003004,Colorado,Denver County,1,6237,2608,0,1136.0,18.21,0,0,0,0,1,0,12.1,111444.0,0,1,0,1,0,0,0,1,,5018.0,,,1633.0,,5018.0,80.45,1633.0,26.18,485.0,7.77,344.0,5.52,4346.0,69.68,111.0,1.79,305.0,4.9,4.0,0.06,24.0,0.38,228.0,3.65,351.0,5.64,140.0,5.39,134.0,5.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383.0,616.0,431.0,5481.0,120.0,315.0,6.0,40.0,275.0,428.0,137.0,160.0
8031003101,Colorado,Denver County,1,1455,761,0,3.0,0.21,0,0,0,0,0,0,11.9,81500.0,0,1,0,1,0,0,0,0,,1061.0,,,234.0,,1061.0,72.9,234.0,16.1,159.0,10.91,82.0,5.64,714.0,49.09,258.0,17.75,20.0,1.34,0.0,0.0,5.0,0.38,63.0,4.34,85.0,5.82,69.0,9.01,51.0,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0,226.0,142.0,884.0,441.0,21.0,0.0,8.0,101.0,119.0,100.0,75.0
8031003102,Colorado,Denver County,1,3389,1813,0,718.0,21.19,0,1,0,1,1,1,24.0,111953.0,0,1,0,1,0,0,0,1,,2386.0,,,992.0,,2386.0,70.41,992.0,29.26,158.0,4.67,160.0,4.71,1698.0,50.11,400.0,11.81,41.0,1.2,1.0,0.03,57.0,1.68,189.0,5.59,299.0,8.83,333.0,18.35,236.0,13.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.0,227.0,360.0,2416.0,587.0,65.0,1.0,67.0,253.0,405.0,553.0,394.0
8031003201,Colorado,Denver County,1,4970,3386,0,4.0,0.08,0,0,0,0,0,0,11.4,113000.0,0,1,0,1,0,0,0,0,,873.0,,,203.0,,873.0,17.57,203.0,4.09,79.0,1.58,100.0,2.01,747.0,15.02,55.0,1.1,17.0,0.34,0.0,0.0,6.0,0.12,49.0,0.98,95.0,1.9,55.0,1.62,21.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1376.0,323.0,400.0,4344.0,213.0,89.0,3.0,50.0,271.0,498.0,285.0,127.0
8031003202,Colorado,Denver County,1,3001,1957,0,150.0,5.0,0,0,0,0,1,0,8.9,113512.0,0,1,0,1,0,0,0,1,,3001.0,,,595.0,,3001.0,100.0,595.0,19.84,187.0,6.23,552.0,18.39,2636.0,87.84,153.0,5.1,64.0,2.13,3.0,0.1,16.0,0.53,129.0,4.3,217.0,7.23,317.0,16.22,108.0,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.0,187.0,552.0,2636.0,153.0,64.0,3.0,16.0,129.0,217.0,293.0,115.0
8031003203,Colorado,Denver County,1,3001,1289,0,0.0,0.0,0,0,0,0,0,0,2.0,234766.0,0,0,0,0,0,0,0,0,,444.0,,,19.0,,444.0,14.8,19.0,0.62,118.0,3.94,60.0,2.02,418.0,13.94,0.0,0.0,16.0,0.53,1.0,0.03,1.0,0.02,8.0,0.27,17.0,0.56,0.0,0.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,672.0,401.0,2816.0,20.0,78.0,1.0,9.0,77.0,94.0,29.0,9.0
8031003300,Colorado,Denver County,1,3099,1442,0,0.0,0.0,0,0,0,0,0,0,5.3,160523.0,0,1,0,1,0,0,0,0,,1196.0,,,160.0,,1196.0,38.58,160.0,5.17,286.0,9.24,137.0,4.41,1106.0,35.69,18.0,0.58,18.0,0.59,0.0,0.0,5.0,0.17,48.0,1.54,60.0,1.95,6.0,0.42,6.0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.0,647.0,305.0,2858.0,59.0,58.0,0.0,9.0,115.0,144.0,22.0,17.0
8031003401,Colorado,Denver County,1,2420,1330,0,0.0,0.0,0,0,0,0,0,0,5.5,136250.0,0,1,0,1,0,0,0,0,,2367.0,,,275.0,,2367.0,97.82,275.0,11.38,306.0,12.66,377.0,15.58,2255.0,93.19,14.0,0.58,32.0,1.32,2.0,0.08,6.0,0.25,58.0,2.4,97.0,4.01,67.0,5.07,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0,313.0,392.0,2305.0,14.0,32.0,2.0,6.0,61.0,98.0,73.0,0.0
8031003402,Colorado,Denver County,1,4485,1977,0,5.0,0.11,0,0,0,0,0,0,5.2,182313.0,0,1,0,1,0,0,0,0,,4136.0,,,419.0,,4136.0,92.22,419.0,9.34,815.0,18.16,411.0,9.16,3925.0,87.51,14.0,0.31,83.0,1.86,1.0,0.02,10.0,0.22,103.0,2.29,178.0,3.97,13.0,0.67,30.0,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.0,886.0,449.0,4251.0,14.0,87.0,1.0,11.0,121.0,197.0,18.0,32.0
8031003500,Colorado,Denver County,1,6401,1695,0,39.0,0.61,1,1,1,0,0,1,20.7,53466.0,1,1,1,1,1,0,0,0,4930.0,6398.0,4930.0,2668.0,3335.0,2668.0,6398.0,99.96,3335.0,52.1,2321.0,36.27,443.0,6.92,3208.0,50.12,393.0,6.14,27.0,0.42,1.0,0.02,122.0,1.91,2647.0,41.36,5364.0,83.81,97.0,5.7,498.0,29.38,4930.0,77.02,2668.0,41.68,1782.0,27.84,349.0,5.45,2564.0,40.06,195.0,3.05,18.0,0.28,1.0,0.02,91.0,1.42,2060.0,32.19,4250.0,66.4,69.0,4.05,383.0,22.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3422.0,2322.0,443.0,3209.0,393.0,27.0,1.0,122.0,2649.0,5367.0,99.0,530.0
8031003601,Colorado,Denver County,1,4651,1595,0,13.0,0.28,0,1,0,0,0,1,23.5,40938.0,0,1,0,1,0,0,0,0,,1716.0,,,869.0,,1716.0,36.89,869.0,18.68,475.0,10.22,142.0,3.05,746.0,16.05,440.0,9.47,11.0,0.24,2.0,0.04,17.0,0.37,498.0,10.71,860.0,18.49,92.0,5.76,123.0,7.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2549.0,1396.0,351.0,2250.0,807.0,22.0,4.0,45.0,1523.0,2847.0,385.0,359.0
8031003602,Colorado,Denver County,1,4337,1457,0,65.0,1.5,1,1,1,1,1,1,22.0,46129.0,1,1,1,1,1,0,0,1,2916.0,4337.0,2916.0,1454.0,2199.0,1454.0,4337.0,100.0,2199.0,50.71,1325.0,30.55,394.0,9.08,1752.0,40.4,1375.0,31.7,48.0,1.11,4.0,0.09,92.0,2.12,1066.0,24.58,2126.0,49.02,150.0,10.29,201.0,13.79,2916.0,67.24,1454.0,33.53,854.0,19.69,284.0,6.56,1208.0,27.84,862.0,19.88,39.0,0.9,3.0,0.07,57.0,1.32,747.0,17.22,1512.0,34.87,122.0,8.35,136.0,9.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2344.0,1325.0,394.0,1752.0,1375.0,48.0,4.0,92.0,1066.0,2126.0,185.0,234.0
8031003603,Colorado,Denver County,1,3106,1381,0,25.0,0.8,0,0,0,0,0,0,14.6,92969.0,1,1,1,1,1,0,0,0,2210.0,3106.0,2210.0,813.0,976.0,813.0,3106.0,100.0,976.0,31.43,602.0,19.38,498.0,16.03,1124.0,36.19,1541.0,49.61,21.0,0.68,1.0,0.03,32.0,1.03,387.0,12.46,573.0,18.45,97.0,7.01,107.0,7.77,2210.0,71.15,813.0,26.19,419.0,13.49,403.0,12.96,725.0,23.34,1203.0,38.72,16.0,0.52,1.0,0.03,17.0,0.55,248.0,7.98,378.0,12.17,97.0,7.01,79.0,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,928.0,602.0,498.0,1124.0,1541.0,21.0,1.0,32.0,387.0,573.0,81.0,113.0
8031003701,Colorado,Denver County,1,2907,1645,0,145.0,4.99,0,0,0,0,0,0,12.0,121719.0,0,0,0,0,0,0,0,0,,32.0,,,6.0,,32.0,1.1,6.0,0.22,3.0,0.1,0.0,0.0,25.0,0.86,4.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0,0.03,2.0,0.14,1.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.0,316.0,317.0,2357.0,267.0,69.0,2.0,21.0,191.0,304.0,209.0,105.0
